config_index,K_Eh,Vavg_Eh,Etotal_Eh
104,0.00042734967692047924,-76.46072080837,-76.46029345869307
105,0.00042740247092473406,-76.46156938162001,-76.46114197914909
106,0.0004273900351492663,-76.45880125342,-76.45837386338485
107,0.0004273628193266269,-76.46103499466001,-76.46060763184069
108,0.00042736575879899176,-76.46318959566665,-76.46276222990785
109,0.0004273968815474886,-76.46010916635001,-76.45968176946846
110,0.00042736171713951337,-76.46148853278332,-76.46106117106618
111,0.00042737235441716,-76.46342340398,-76.46299603162558
112,0.0004273611773641812,-76.46118968086667,-76.46076231968931
113,0.00042734756264771034,-76.46093512800002,-76.46050778043737
114,0.00042742920960561504,-76.45995012640333,-76.45952269719372
115,0.00042737268460230196,-76.45990877964,-76.4594814069554
116,0.00042739752307748144,-76.46036484006667,-76.45993744254359
117,0.0004273961256322055,-76.45993540899332,-76.45950801286769
118,0.0004273735396917076,-76.46224883990001,-76.46182146636032
119,0.00042742100515756154,-76.46222576163,-76.46179834062484
120,0.00042737093969416005,-76.46321057227668,-76.46278320133699
121,0.0004274221865522927,-76.46049631686334,-76.4600688946768
122,0.0004274280767094321,-76.46118600078002,-76.46075857270331
123,0.00042740627449388115,-76.45847630046335,-76.45804889418885
124,0.0004273843318302191,-76.46181099418999,-76.46138360985816
125,0.0004274528198631787,-76.46066620055,-76.46023874773013
126,0.0004274076530972422,-76.46113923911335,-76.46071183146026
127,0.0004273924252972798,-76.45968758086333,-76.45926018843804
128,0.00042737581915479843,-76.46026017189334,-76.45983279607418
129,0.0004274264303060464,-76.46350438904332,-76.46307696261302
130,0.00042742252250930763,-76.46175463136333,-76.46132720884083
131,0.0004273519630395062,-76.46279155048666,-76.46236419852362
132,0.0004273997412879818,-76.4632911421,-76.46286374235872
133,0.00042739891028383605,-76.46014246394334,-76.45971506503305
134,0.00042734751722245097,-76.46102514368334,-76.46059779616613
135,0.0004274132857954884,-76.46235701509333,-76.46192960180754
136,0.00042737014271310473,-76.46289950155,-76.46247213140728
137,0.0004274281298312231,-76.46346049244333,-76.4630330643135
138,0.00042739799919862395,-76.46143730121,-76.4610099032108
139,0.0004273749464631837,-76.46351829976999,-76.46309092482352
140,0.00042739491299828716,-76.46073245460335,-76.46030505969034
141,0.0004274204670765956,-76.46320297659001,-76.46277555612293
142,0.0004274287706835843,-76.46232454065667,-76.46189711188599
143,0.00042742511481313377,-76.46259583155,-76.4621684064352
144,0.0004274134627375759,-76.46207175336001,-76.46164433989728
145,0.0004274119906497757,-76.45947497422668,-76.45904756223602
146,0.00042739567637601516,-76.45999947979332,-76.45957208411694
147,0.0004273371277708289,-76.46137364986666,-76.46094631273888
148,0.00042741968382070515,-76.46282073113335,-76.46239331144953
149,0.0004274271800952278,-76.46276241281667,-76.46233498563657
150,0.0004273772728615158,-76.46257693178332,-76.46214955451046
151,0.00042742499491755896,-76.46237119615668,-76.46194377116177
152,0.00042736948992250744,-76.46020629536335,-76.45977892587342
153,0.00042736996487404734,-76.46255157473335,-76.46212420476849
154,0.0004273838448280267,-76.46374922025333,-76.46332183640851
155,0.00042741242785007477,-76.45941264460333,-76.45898523217548
156,0.0004274121931359401,-76.46361403523666,-76.46318662304353
157,0.0004273944629592653,-76.46197990464665,-76.4615525101837
158,0.0004274064248786533,-76.46213786128666,-76.46171045486179
159,0.0004273967482154005,-76.46205360871,-76.46162621196177
160,0.00042740777519111555,-76.46297508259667,-76.46254767482148
161,0.0004273714403854776,-76.46081101976333,-76.46038364832295
162,0.0004274217022163061,-76.46326922151333,-76.46284179981112
163,0.0004274260558910989,-76.46289655149332,-76.46246912543742
164,0.0004273535667377702,-76.45974121176,-76.45931385819327
165,0.0004273813422879988,-76.46223870583,-76.46181132448771
166,0.0004273910824922029,-76.46262250877999,-76.46219511769749
167,0.0004274041274615257,-76.46291547119334,-76.46248806706588
168,0.00042741044600908007,-76.46252428433667,-76.46209687389066
169,0.0004274245865186794,-76.46118327077001,-76.46075584618349
170,0.00042739529953802645,-76.46256437277,-76.46213697747046
171,0.00042741766933367294,-76.45892808515666,-76.45850066748733
